food_item,calories,protein,fat,carbohydrates,price
-0.7353175243577936,-0.6390921143191339,1.888573965911151,-0.7742580784682654,-0.5484359182161945,5.552792340352566
-0.02828144324453055,1.3138325576482281,-0.21776873426837495,0.6529620520277019,-0.47404554738944094,4.7252512393443205
-0.7353175243577936,-0.2911674622678406,-0.3477924633419956,-0.7283705008723249,-1.1192485562300118,2.813973793390579
1.3857907189819958,-0.404962488035404,-0.6352399167793668,0.26355182947302586,1.6742554217450305,2.859585059826022
-0.02828144324453055,-0.27277706104711114,-0.6438699592725526,-0.6049517605204038,1.9110471816508299,2.910123854876142
1.3857907189819958,1.9055485824140947,2.350043065139799,1.9962007201671952,0.3559380580618599,2.956102229577465
-0.02828144324453055,-0.43228406521797896,1.7784612792205752,1.8867387578585564,0.44715333309993555,3.963102693969715
-0.02828144324453055,-1.1018931959381133,1.8964134277594344,-0.6907512167953327,-1.1192485562300118,2.9958718705086573
-0.02828144324453055,-0.031038624632194044,-0.45522515104513517,2.026812107377424,-0.04547401732268574,4.756445983804643
-0.7353175243577936,1.3531688215255435,-0.3368743766490572,-0.7503853101529553,-0.43952233569042215,2.4061222284930923
-0.02828144324453055,-0.9947600694261891,2.1364416330844884,-0.5794976729065795,-1.1192485562300118,2.1206659293700736
-0.7353175243577936,2.0508799118028556,-0.16227265472076186,-0.6018969883577325,-0.23112457723788113,3.283344575890752
0.6787546378687326,0.9391652697417459,-0.4695911277703368,-0.5692641648322865,0.37622552663890124,2.443892993989807
-1.4423536054710568,-1.0182479354021265,-0.436395514927262,1.685445467860997,-0.3535112964091942,2.475164221753627
-0.02828144324453055,-0.5578243034815994,2.3772077400285494,-0.7648003014297295,-1.1192485562300118,2.2966552712186816
-0.02828144324453055,-0.7722578019549386,-0.37206993743603667,0.5312650757645583,-0.47191989735911194,2.8935293632475174
1.3857907189819958,-0.7649421854012378,1.481302071079157,-0.5706023778766247,1.667555142401646,5.189447052339695
-0.02828144324453055,1.414957087563801,-0.23209726536667205,-0.6967053772621137,-1.1192485562300118,4.280126352516946
0.6787546378687326,0.8916814154804843,2.4206029600142105,0.5707660391195184,2.214688389938781,3.368445027253228
